Frequency (Hz)	Level (dB)
893.554688	-61.864132
894.531250	-61.521393
895.507812	-61.774582
896.484375	-61.867233
897.460938	-62.049046
898.437500	-62.717625
899.414062	-62.272594
900.390625	-61.681835
901.367188	-60.941738
902.343750	-61.226120
903.320312	-62.322670
904.296875	-62.576122
905.273438	-61.488167
906.250000	-61.369289
907.226562	-61.868034
908.203125	-63.307823
909.179688	-63.263256
910.156250	-63.214272
911.132812	-62.352661
912.109375	-61.035358
913.085938	-63.688137
914.062500	-63.109261
915.039062	-63.330231
916.015625	-64.785072
916.992188	-62.532341
917.968750	-62.546749
918.945312	-63.422256
919.921875	-63.519711
920.898438	-62.514084
921.875000	-63.237934
922.851562	-64.973122
923.828125	-62.496704
924.804688	-63.602200
925.781250	-63.686684
926.757812	-62.911098
927.734375	-64.176010
928.710938	-64.702644
929.687500	-64.118217
930.664062	-63.634628
931.640625	-63.629391
932.617188	-63.441841
933.593750	-64.353683
934.570312	-64.462257
935.546875	-63.302986
936.523438	-64.084175
937.500000	-64.332138
938.476562	-64.232285
939.453125	-64.051086
940.429688	-64.174164
941.406250	-63.825417
942.382812	-63.839714
943.359375	-65.287369
944.335938	-65.749252
945.312500	-63.890652
946.289062	-64.495323
947.265625	-64.465836
948.242188	-64.819176
949.218750	-64.450272
950.195312	-63.806065
951.171875	-65.150375
952.148438	-64.772560
953.125000	-63.827885
954.101562	-65.266495
955.078125	-64.212280
956.054688	-64.468155
957.031250	-63.817265
958.007812	-65.322708
958.984375	-65.093140
959.960938	-66.348396
960.937500	-65.852661
961.914062	-65.252029
962.890625	-65.047348
963.867188	-64.220222
964.843750	-64.453667
965.820312	-65.422760
966.796875	-65.582535
967.773438	-66.252342
968.750000	-65.793922
969.726562	-64.913132
970.703125	-64.147079
971.679688	-64.897614
972.656250	-64.598991
973.632812	-64.531639
974.609375	-64.051216
975.585938	-64.561943
976.562500	-64.899399
977.539062	-64.357643
978.515625	-65.071373
979.492188	-64.303818
980.468750	-64.132454
981.445312	-64.881104
982.421875	-64.712646
983.398438	-63.964016
984.375000	-65.703842
985.351562	-64.897392
986.328125	-64.694656
987.304688	-63.529964
988.281250	-64.784683
989.257812	-66.760925
990.234375	-65.422150
991.210938	-65.102150
992.187500	-64.080086
993.164062	-64.928528
994.140625	-65.003204
995.117188	-64.273315
996.093750	-64.718178
997.070312	-65.439377
998.046875	-65.031975
999.023438	-64.612518
1000.000000	-64.453186
1000.976562	-62.552925
1001.953125	-64.102554
1002.929688	-62.816093
1003.906250	-64.246902
1004.882812	-64.170425
1005.859375	-62.664730
1006.835938	-63.775978
1007.812500	-63.320343
1008.789062	-64.741425
1009.765625	-63.739147
1010.742188	-64.512199
1011.718750	-64.056007
1012.695312	-65.273277
1013.671875	-64.611290
1014.648438	-63.332790
1015.625000	-63.528698
1016.601562	-63.163490
1017.578125	-63.130215
1018.554688	-63.462257
1019.531250	-62.742123
1020.507812	-63.336922
1021.484375	-63.278408
1022.460938	-63.845566
1023.437500	-63.816601
1024.414062	-64.269905
1025.390625	-62.719711
1026.367188	-63.700600
1027.343750	-62.124531
1028.320312	-64.467262
1029.296875	-63.061909
1030.273438	-63.325733
1031.250000	-63.906368
1032.226562	-63.678089
1033.203125	-63.251122
1034.179688	-63.177052
1035.156250	-63.104225
1036.132812	-62.058292
1037.109375	-62.932747
1038.085938	-64.235497
1039.062500	-62.552227
1040.039062	-64.382729
1041.015625	-62.712982
1041.992188	-62.313972
1042.968750	-63.393112
1043.945312	-62.262989
1044.921875	-61.851631
1045.898438	-60.813412
1046.875000	-61.097008
1047.851562	-61.200546
1048.828125	-63.160725
1049.804688	-62.270092
1050.781250	-61.218307
1051.757812	-61.603310
1052.734375	-63.865093
1053.710938	-62.719700
1054.687500	-61.126369
1055.664062	-60.728859
1056.640625	-62.213825
1057.617188	-62.492020
1058.593750	-62.116791
1059.570312	-61.317947
1060.546875	-60.772846
1061.523438	-61.243687
1062.500000	-62.275341
1063.476562	-61.976448
1064.453125	-62.561386
1065.429688	-62.197639
1066.406250	-62.066586
1067.382812	-61.600494
1068.359375	-61.027000
1069.335938	-58.903423
1070.312500	-61.055176
1071.289062	-62.207520
1072.265625	-60.102242
1073.242188	-60.010822
1074.218750	-59.435196
1075.195312	-60.061886
1076.171875	-61.144115
1077.148438	-60.825897
1078.125000	-61.310783
1079.101562	-60.790024
1080.078125	-60.618210
1081.054688	-60.629910
1082.031250	-60.562828
1083.007812	-60.665432
1083.984375	-60.497318
1084.960938	-60.329617
1085.937500	-60.572002
1086.914062	-59.874794
1087.890625	-58.308033
1088.867188	-61.197952
1089.843750	-62.108162
1090.820312	-60.434738
1091.796875	-61.137180
1092.773438	-59.033581
1093.750000	-59.865700
1094.726562	-61.430191
1095.703125	-59.202938
1096.679688	-58.730045
1097.656250	-60.534054
1098.632812	-59.874165
1099.609375	-58.079819
1100.585938	-59.813610
1101.562500	-59.164284
1102.539062	-59.120426
1103.515625	-59.469517
1104.492188	-59.236412
1105.468750	-59.807190
1106.445312	-59.071781
1107.421875	-59.503582
1108.398438	-59.244137
1109.375000	-60.854359
1110.351562	-59.917736
1111.328125	-60.172550
1112.304688	-59.575562
1113.281250	-59.777328
1114.257812	-59.683788
1115.234375	-58.859795
1116.210938	-60.876713
1117.187500	-59.347404
1118.164062	-60.136684
1119.140625	-59.380913
1120.117188	-58.631916
1121.093750	-59.168499
1122.070312	-59.112381
1123.046875	-58.384300
1124.023438	-58.825993
1125.000000	-59.525505
1125.976562	-58.550140
1126.953125	-60.690475
1127.929688	-59.717922
1128.906250	-59.150082
1129.882812	-60.075077
1130.859375	-58.689838
1131.835938	-59.852932
1132.812500	-58.469749
1133.789062	-59.483639
1134.765625	-60.036125
1135.742188	-60.848305
1136.718750	-58.918831
1137.695312	-59.861286
1138.671875	-59.427406
1139.648438	-59.495735
1140.625000	-59.133533
1141.601562	-59.066677
1142.578125	-60.224979
1143.554688	-58.854149
1144.531250	-61.175076
1145.507812	-59.641029
1146.484375	-60.333126
1147.460938	-60.469452
1148.437500	-58.670765
1149.414062	-60.055679
1150.390625	-59.484241
1151.367188	-59.448032
1152.343750	-59.113686
1153.320312	-58.041412
1154.296875	-60.370621
1155.273438	-59.483871
1156.250000	-59.900158
1157.226562	-60.144112
1158.203125	-59.976849
1159.179688	-59.314026
1160.156250	-59.067188
1161.132812	-60.876835
1162.109375	-60.411411
1163.085938	-59.886925
1164.062500	-59.837215
1165.039062	-60.146317
1166.015625	-58.910023
1166.992188	-59.278614
1167.968750	-60.067142
1168.945312	-58.832165
1169.921875	-59.037792
1170.898438	-59.438484
1171.875000	-58.991840
1172.851562	-59.804173
1173.828125	-59.854416
1174.804688	-59.360954
1175.781250	-59.215702
1176.757812	-59.293884
1177.734375	-60.178818
1178.710938	-60.961933
1179.687500	-59.573997
1180.664062	-60.339069
1181.640625	-59.220070
1182.617188	-59.624477
1183.593750	-59.299385
1184.570312	-60.169163
1185.546875	-59.572868
1186.523438	-58.640682
1187.500000	-60.092014
1188.476562	-60.070404
1189.453125	-58.924011
1190.429688	-59.513348
1191.406250	-59.461372
1192.382812	-59.766029
1193.359375	-59.450596
1194.335938	-58.734230
1195.312500	-59.818592
1196.289062	-60.618263
1197.265625	-60.839287
1198.242188	-60.824036
1199.218750	-61.350395
1200.195312	-60.671108
1201.171875	-59.734516
1202.148438	-59.697536
1203.125000	-59.817215
1204.101562	-61.016041
1205.078125	-59.808979
1206.054688	-60.813194
1207.031250	-60.707729
1208.007812	-59.699131
1208.984375	-60.222988
1209.960938	-60.605022
1210.937500	-61.302391
1211.914062	-62.154530
1212.890625	-60.455544
1213.867188	-60.918163
