Frequency (Hz)	Level (dB)
1004.882812	-63.647690
1005.859375	-62.104485
1006.835938	-63.269905
1007.812500	-62.776566
1008.789062	-64.187584
1009.765625	-63.125031
1010.742188	-63.930504
1011.718750	-63.473465
1012.695312	-64.753571
1013.671875	-63.966534
1014.648438	-62.703079
1015.625000	-62.916782
1016.601562	-62.618382
1017.578125	-62.562122
1018.554688	-62.960415
1019.531250	-62.127953
1020.507812	-62.739441
1021.484375	-62.694111
1022.460938	-63.263786
1023.437500	-63.235641
1024.414062	-63.685154
1025.390625	-62.123600
1026.367188	-63.144806
1027.343750	-61.524448
1028.320312	-63.875114
1029.296875	-62.454700
1030.273438	-62.698814
1031.250000	-63.310707
1032.226562	-63.048744
1033.203125	-62.654251
1034.179688	-62.564301
1035.156250	-62.487999
1036.132812	-61.407345
1037.109375	-62.338570
1038.085938	-63.587215
1039.062500	-61.939991
1040.039062	-63.700207
1041.015625	-62.057808
1041.992188	-61.629604
1042.968750	-62.730988
1043.945312	-61.630108
1044.921875	-61.145008
1045.898438	-60.077862
1046.875000	-60.389172
1047.851562	-60.520588
1048.828125	-62.470924
1049.804688	-61.529865
1050.781250	-60.489147
1051.757812	-60.834232
1052.734375	-63.115726
1053.710938	-61.915192
1054.687500	-60.388382
1055.664062	-59.941181
1056.640625	-61.411163
1057.617188	-61.717495
1058.593750	-61.315117
1059.570312	-60.508621
1060.546875	-59.927769
1061.523438	-60.385151
1062.500000	-61.450058
1063.476562	-61.226990
1064.453125	-61.653004
1065.429688	-61.364552
1066.406250	-61.263325
1067.382812	-60.768482
1068.359375	-60.179905
1069.335938	-58.153881
1070.312500	-60.224960
1071.289062	-61.460773
1072.265625	-59.313976
1073.242188	-59.260689
1074.218750	-58.705261
1075.195312	-59.290558
1076.171875	-60.438602
1077.148438	-60.157825
1078.125000	-60.656208
1079.101562	-60.157356
1080.078125	-60.020161
1081.054688	-60.052811
1082.031250	-60.003681
1083.007812	-60.148300
1083.984375	-59.963085
1084.960938	-59.871796
1085.937500	-60.184708
1086.914062	-59.483543
1087.890625	-57.995907
1088.867188	-60.954906
1089.843750	-61.821125
1090.820312	-60.236858
1091.796875	-60.946640
1092.773438	-58.885151
1093.750000	-59.735374
1094.726562	-61.371887
1095.703125	-59.215298
1096.679688	-58.738644
1097.656250	-60.599545
1098.632812	-59.996414
1099.609375	-58.220535
1100.585938	-60.005756
1101.562500	-59.384129
1102.539062	-59.348568
1103.515625	-59.683270
1104.492188	-59.547710
1105.468750	-60.089199
1106.445312	-59.416538
1107.421875	-59.849209
1108.398438	-59.590443
1109.375000	-61.262600
1110.351562	-60.271454
1111.328125	-60.507450
1112.304688	-59.958912
1113.281250	-60.155144
1114.257812	-60.103371
1115.234375	-59.263084
1116.210938	-61.290695
1117.187500	-59.746475
1118.164062	-60.568535
1119.140625	-59.790806
1120.117188	-59.055458
1121.093750	-59.554493
1122.070312	-59.458393
1123.046875	-58.719353
1124.023438	-59.218960
1125.000000	-59.906376
1125.976562	-58.905293
1126.953125	-61.027557
1127.929688	-60.006737
1128.906250	-59.465092
1129.882812	-60.290909
1130.859375	-58.945736
1131.835938	-60.038761
1132.812500	-58.662895
1133.789062	-59.702774
1134.765625	-60.263313
1135.742188	-61.018879
1136.718750	-59.061001
1137.695312	-60.002514
1138.671875	-59.582001
1139.648438	-59.661694
1140.625000	-59.266277
1141.601562	-59.203175
1142.578125	-60.310581
1143.554688	-58.980652
1144.531250	-61.364510
1145.507812	-59.765743
1146.484375	-60.484146
1147.460938	-60.530548
1148.437500	-58.774090
1149.414062	-60.143421
1150.390625	-59.580391
1151.367188	-59.592548
1152.343750	-59.215000
1153.320312	-58.181778
1154.296875	-60.545902
1155.273438	-59.707535
1156.250000	-60.051632
1157.226562	-60.360428
1158.203125	-60.197693
1159.179688	-59.548004
1160.156250	-59.326504
1161.132812	-61.206291
1162.109375	-60.745205
1163.085938	-60.224819
1164.062500	-60.233421
1165.039062	-60.583630
1166.015625	-59.372879
1166.992188	-59.780449
1167.968750	-60.540123
1168.945312	-59.314800
1169.921875	-59.635674
1170.898438	-60.000847
1171.875000	-59.585579
1172.851562	-60.443882
1173.828125	-60.484962
1174.804688	-60.045532
1175.781250	-59.962238
1176.757812	-60.062748
1177.734375	-60.921860
1178.710938	-61.785942
1179.687500	-60.433552
1180.664062	-61.172184
1181.640625	-60.009785
1182.617188	-60.493111
1183.593750	-60.161854
1184.570312	-61.134430
1185.546875	-60.489418
1186.523438	-59.575756
1187.500000	-61.060932
1188.476562	-61.011211
1189.453125	-59.812317
1190.429688	-60.414841
1191.406250	-60.375515
1192.382812	-60.672630
1193.359375	-60.308311
1194.335938	-59.594696
1195.312500	-60.709629
